item,itemLabel,dob,twfyid,sexLabel
http://www.wikidata.org/entity/Q358912,"John Wilmot, 2nd Earl of Rochester",1647-04-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q359143,"Henry Percy, 9th Earl of Northumberland",1564-05-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q361204,"Edmund Tudor, 1st Earl of Richmond",1430-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q374470,"Nicolas Browne-Wilkinson, Baron Browne-Wilkinson",1930-03-30T00:00:00Z,13604,male
http://www.wikidata.org/entity/Q375467,"Prince Augustus Frederick, Duke of Sussex",1773-01-27T00:00:00Z,,male
http://www.wikidata.org/entity/Q377029,"Edward Stanley, 3rd Earl of Derby",1509-05-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q377335,"James Douglas, 14th Earl of Morton",1702-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q384856,"Richard Neville, 5th Earl of Salisbury",1400-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q390569,"John Stewart-Murray, 7th Duke of Atholl",1840-08-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q390589,"John Murray, 4th Duke of Atholl",1755-06-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q390775,"George Murray, 6th Duke of Atholl",1814-09-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q432771,"Thomas of Woodstock, 1st Duke of Gloucester",1355-01-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q435182,"Prince George, Duke of Cambridge",1819-03-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q437001,"Ernst August, Crown Prince of Hanover",1845-09-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q437571,Richard Neville,1428-12-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q437917,"Robert Devereux, 2nd Earl of Essex",1565-11-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q454424,"Francis Egerton, 8th Earl of Bridgewater",1756-11-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q336942,"James Hamilton, 6th Duke of Hamilton",1724-07-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q336942,"James Hamilton, 6th Duke of Hamilton",1724-07-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q336953,"John Hope, 4th Earl of Hopetoun",1765-08-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q336964,"William Hamilton, 11th Duke of Hamilton",1811-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q336964,"William Hamilton, 11th Duke of Hamilton",1811-02-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q336976,"Archibald Hamilton, 9th Duke of Hamilton",1740-07-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q7324696,"Richard Chaloner, 3rd Baron Gisborough",1927-07-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7324831,"Richard Coleridge, 4th Baron Coleridge",1905-09-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q7325015,"Richard Curzon-Howe, 1st Earl Howe",1796-12-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q7325016,"Richard Curzon-Howe, 3rd Earl Howe",1822-02-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q7325129,"Richard Dawson, 1st Earl of Dartrey",1817-09-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q7325318,"Richard Dunning, 2nd Baron Ashburton",1782-09-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q7325736,"Richard Fortescue, 7th Earl Fortescue",1922-04-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q7325917,"Richard Gibbs, 2nd Baron Wraxall",1928-05-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326079,"Richard Grey, 4th Baron Grey of Codnor",1371-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326246,"Richard Handcock, 3rd Baron Castlemaine",1791-11-17T00:00:00Z,23514,male
http://www.wikidata.org/entity/Q7326247,"Richard Handcock, 4th Baron Castlemaine",1826-07-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326369,"Richard Hely-Hutchinson, 1st Earl of Donoughmore",1756-01-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326370,"Richard Hely-Hutchinson, 6th Earl of Donoughmore",1875-03-02T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326371,"Richard Hely-Hutchinson, 4th Earl of Donoughmore",1823-04-04T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326372,"Richard Hely-Hutchinson, 8th Earl of Donoughmore",1927-08-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326429,"Richard Herschell, 2nd Baron Herschell",1878-05-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q7326454,"Richard Hill, 7th Baron Sandys",1931-07-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q7327278,"Richard Lawley, 4th Baron Wenlock",1856-08-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q7327368,Richard Lewis,1943-12-10T00:00:00Z,12939,male
http://www.wikidata.org/entity/Q7327436,"Richard Long, 4th Viscount Long",1929-01-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q7327500,"Richard Lumley, 12th Earl of Scarbrough",1932-12-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q7327525,Richard Lyster,1480-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7327762,"Richard Meade, 3rd Earl of Clanwilliam",1795-08-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q7327763,"Richard Meade, 4th Earl of Clanwilliam",1832-10-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q7328034,"Richard Neville, 4th Baron Braybrooke",1820-03-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q7328077,"Richard Noel-Hill, 4th Baron Berwick",1774-11-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q7328092,"Richard Norton, 8th Baron Grantley",1956-01-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q7328659,"Richard Rhys, 9th Baron Dynevor",1935-06-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q7329548,"Richard Trench, 4th Earl of Clancarty",1834-01-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q7329879,"Richard Wellesley, 6th Earl Cowley",1946-06-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q7329935,"Richard White, 2nd Earl of Bantry",1800-11-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q7330218,Richard de Willoughby,1290-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7330219,"Richard de Yarburgh-Bateson, 6th Baron Deramore",1911-04-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q7341786,"Robert Baden-Powell, 3rd Baron Baden-Powell",1936-10-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q7341832,"Robert Balfour, 3rd Earl of Balfour",1902-12-31T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342223,"Robert Borwick, 1st Baron Borwick",1845-01-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342312,"Robert Brand, 1st Baron Brand",1878-10-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342562,"Robert Byron, 13th Baron Byron",1950-04-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342736,"Robert Capell, 10th Earl of Essex",1920-01-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342747,"Robert Carew, 3rd Baron Carew",1860-06-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342826,Robert Catlyn,1510-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342917,"Robert Chorley, 1st Baron Chorley",1895-05-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q7342970,"Robert Clements, 1st Earl of Leitrim",1732-11-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q7343248,"Robert Cuninghame, 1st Baron Rossmore",1726-04-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q7343551,"Robert Dillon, 3rd Baron Clonbrock",1807-03-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q7343952,"Robert Eden, 3rd Baron Auckland",1799-07-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q7343956,"Robert Edgcumbe, 8th Earl of Mount Edgcumbe",1939-06-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7344453,Robert Foster,1589-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7344760,"Robert Gifford, 2nd Baron Gifford",1817-03-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q7344973,"Robert Grimston, 1st Baron Grimston of Westbury",1897-06-08T00:00:00Z,22135,male
http://www.wikidata.org/entity/Q7345161,"Robert Haldane-Duncan, 3rd Earl of Camperdown",1841-05-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q7345201,"Robert Hamilton, 8th Lord Belhaven and Stenton",1793-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7345202,"Robert Hamilton-Udny, 11th Lord Belhaven and Stenton",1871-04-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q7345401,"Robert Henley, 2nd Baron Henley",1785-09-03T00:00:00Z,23543,male
http://www.wikidata.org/entity/Q7345401,"Robert Henley, 2nd Baron Henley",1789-09-03T00:00:00Z,23543,male
http://www.wikidata.org/entity/Q7345747,Robert Hyde,1595-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7346114,"Robert Jocelyn, 2nd Earl of Roden",1756-10-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q7346116,"Robert Jocelyn, 4th Earl of Roden",1846-11-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q7346352,"Robert Kindersley, 1st Baron Kindersley",1871-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7346356,"Robert King, 1st Viscount Lorton",1773-08-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q7348046,"Robert Nivison, 1st Baron Glendyne",1849-07-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q7348263,"Robert Palmer, 1st Baron Rusholme",1890-11-29T00:00:00Z,,male
http://www.wikidata.org/entity/Q7349183,"Robert Raymond, 1st Baron Raymond",1673-12-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q7349242,"Robert Renwick, 1st Baron Renwick",1904-10-04T00:00:00Z,,male
http://www.wikidata.org/entity/Q7349604,"Robert Scarlett, 6th Baron Abinger",1876-01-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q7349765,"Robert Shirley, 12th Earl Ferrers",1894-07-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q7349866,"Robert Smith, 1st Baron Carrington",1752-01-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q7350828,"Robert Walpole, 2nd Earl of Orford",1701-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7351172,"Robert Windsor-Clive, 1st Earl of Plymouth",1857-08-27T00:00:00Z,,male
http://www.wikidata.org/entity/Q6128405,"James Agar, 3rd Earl of Normanton",1818-09-17T00:00:00Z,22741,male
http://www.wikidata.org/entity/Q6128501,"James Alexander, 4th Earl of Caledon",1846-07-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q6128887,"James Arundell, 10th Baron Arundell of Wardour",1785-11-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q6129718,"James Bernard, 2nd Earl of Bandon",1785-06-14T00:00:00Z,22853,male
http://www.wikidata.org/entity/Q6129719,"James Bernard, 4th Earl of Bandon",1850-09-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q6129844,"James Blackwood, 2nd Baron Dufferin and Claneboye",1755-07-08T00:00:00Z,22872,male
http://www.wikidata.org/entity/Q6130391,"James Brudenell, 5th Earl of Cardigan",1725-04-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q6130430,"James Buchanan, 1st Baron Woolavington",1849-08-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q6130528,"James Burns, 3rd Baron Inverclyde",1864-02-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q6130598,"James Butler, 7th Marquess of Ormonde",1899-04-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q6131053,"James Carnegie, 9th Earl of Southesk",1827-11-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q6131862,"James Craig, 2nd Viscount Craigavon",1906-03-02T00:00:00Z,,male
http://www.wikidata.org/entity/Q6131998,"James Cuffe, 1st Baron Tyrawley",1747-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6133320,"James Edmondson, 1st Baron Sandford",1887-01-01T00:00:00Z,17294,male
http://www.wikidata.org/entity/Q6134032,"James Forbes, 18th Lord Forbes",1765-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6134815,"James Graham, 6th Duke of Montrose",1878-05-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6135434,James Hamilton,1712-10-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q6135998,"James Hewitt, 4th Viscount Lifford",1811-03-31T00:00:00Z,,male
http://www.wikidata.org/entity/Q6136344,"James Hubbard, 5th Baron Addington",1930-11-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q6136564,"James Innes-Ker, 5th Duke of Roxburghe",1736-01-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q6136567,"James Innes-Ker, 6th Duke of Roxburghe",1816-07-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q6137331,"James King, 5th Earl of Kingston",1800-04-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q6137763,James Langstaff,1956-06-27T00:00:00Z,25225,male
http://www.wikidata.org/entity/Q6138037,"James Ley, 1st Earl of Marlborough",1552-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6138274,"James Lowther, 7th Earl of Lonsdale",1922-11-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q6138693,"James Mackay, 1st Earl of Inchcape",1852-09-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q6138827,"James Maitland, 7th Earl of Lauderdale",1718-01-25T00:00:00Z,,male
http://www.wikidata.org/entity/Q6139681,"James Meston, 1st Baron Meston",1865-06-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q6140040,"James Morrison, 2nd Baron Margadale",1930-07-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q6140588,"James Ogilvie-Grant, 11th Earl of Seafield",1876-04-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q6140926,"James Parke, 1st Baron Wensleydale",1782-03-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q6141818,"James Ramsbotham, 2nd Viscount Soulbury",1915-03-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q6142813,"James Scarlett, 4th Baron Abinger",1871-03-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q6142815,"James Scarlett, 8th Baron Abinger",1914-09-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q6143227,"James Sinclair, 14th Earl of Caithness",1821-08-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q6143495,"James Stanhope, 7th Earl Stanhope",1880-11-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q6143632,"James Stewart-Mackenzie, 1st Baron Seaforth",1847-11-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q6143634,"James Stewart-Murray, 9th Duke of Atholl",1879-08-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q6143710,"James Stopford, 2nd Earl of Courtown",1731-05-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q6143790,"James Stuart, 8th Earl of Moray",1708-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6143797,"James Stuart-Wortley, 1st Baron Wharncliffe",1776-10-06T00:00:00Z,24663,male
http://www.wikidata.org/entity/Q6143797,"James Stuart-Wortley, 1st Baron Wharncliffe",1776-10-06T00:00:00Z,24437,male
http://www.wikidata.org/entity/Q6144475,"James Turner, 1st Baron Netherthorpe",1908-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q6144983,"James Waldegrave, 13th Earl Waldegrave",1940-12-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q6175747,"Jeffery Amherst, 5th Earl Amherst",1896-12-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q6177468,"Jenico Preston, 17th Viscount Gormanston",1939-11-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q6178327,"Jennifer Forwood, 11th Baroness Arlington",1939-05-07T00:00:00Z,,female
http://www.wikidata.org/entity/Q6181169,"Jeremy Browne, 11th Marquess of Sligo",1939-06-04T00:00:00Z,,male
http://www.wikidata.org/entity/Q6187980,"Jestyn Philipps, 2nd Viscount St Davids",1917-02-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q6198485,Jim Thompson,1936-08-11T00:00:00Z,13118,male
http://www.wikidata.org/entity/Q6218157,"John Adams, 1st Baron Adams",1890-10-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q6218339,"John Ailwyn Fellowes, 4th Baron de Ramsey",1942-02-27T00:00:00Z,,male
http://www.wikidata.org/entity/Q6219287,"John Arbuthnott, 14th Viscount of Arbuthnott",1882-09-15T00:00:00Z,,male
http://www.wikidata.org/entity/Q6219288,"John Arbuthnott, 16th Viscount of Arbuthnott",1924-10-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q6219558,"John Ashburnham, 2nd Earl of Ashburnham",1724-10-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q6220675,"John Baring, 2nd Baron Revelstoke",1863-09-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q6221625,"John Beresford, 5th Baron Decies",1866-12-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q6221832,John Bickersteth,1921-09-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q6222219,"John Bligh, 4th Earl of Darnley",1767-06-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q6222243,"John Bloomfield, 2nd Baron Bloomfield",1802-11-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q6222597,"John Bourke, 4th Earl of Mayo",1766-06-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q6222778,"John Boyle, 14th Earl of Cork",1916-05-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q6222825,"John Bradbury, 2nd Baron Bradbury",1914-01-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q6222830,"John Bradbury, 3rd Baron Bradbury",1940-03-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q6223275,"John Brocklehurst, 1st Baron Ranksborough",1852-05-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q6223344,"John Brooke, 2nd Viscount Brookeborough",1922-11-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q6223574,"John Browne, 1st Marquess of Sligo",1756-06-11T00:00:00Z,,male
http://www.wikidata.org/entity/Q6223976,"John Burns, 1st Baron Inverclyde",1829-06-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q6224714,"John Cadman, 1st Baron Cadman",1877-09-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q6224956,"John Campbell, 1st Marquess of Breadalbane",1762-03-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q6224959,"John Campbell, 2nd Earl of Breadalbane and Holland",1662-11-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q6224965,"John Campbell, 5th Earl Cawdor",1900-05-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q6225754,"John Charles Harding, 2nd Baron Harding of Petherton",1928-02-12T00:00:00Z,,male
http://www.wikidata.org/entity/Q7358710,"Roger Nathan, 2nd Baron Nathan",1922-12-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q7358916,"Roger Simon, 2nd Baron Simon of Wythenshawe",1913-10-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q7360200,"Roland Cubitt, 3rd Baron Ashcombe",1899-01-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q7360303,"Roland Kitson, 3rd Baron Airedale",1882-07-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q7364667,"Ronald Barnes, 3rd Baron Gorell",1884-04-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q7364855,"Ronald Fellowes, 2nd Baron Ailwyn",1886-12-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q7365057,"Ronald Leslie-Melville, 11th Earl of Leven",1835-12-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q7365303,"Ronald Strutt, 4th Baron Belper",1912-04-23T00:00:00Z,,male
http://www.wikidata.org/entity/Q7365303,"Ronald Strutt, 4th Baron Belper",1912-04-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q7372142,"Rowland Hill, 2nd Viscount Hill",1800-05-10T00:00:00Z,20199,male
http://www.wikidata.org/entity/Q7372147,"Rowland Hood, 3rd Viscount Bridport",1911-05-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q7373308,"Roy Robinson, 1st Baron Robinson",1883-03-08T00:00:00Z,,male
http://www.wikidata.org/entity/Q7373509,Roy Williamson,1932-12-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q7377411,"Rudolph Feilding, 8th Earl of Denbigh",1823-04-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q7377413,"Rudolph Feilding, 9th Earl of Denbigh",1859-05-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q7378055,"Rufus Keppel, 10th Earl of Albemarle",1965-07-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q7380260,"Rupert Byron, 11th Baron Byron",1903-08-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q7380263,"Rupert Carington, 5th Baron Carrington",1891-12-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q7380370,"Rupert Watson, 3rd Baron Manton",1924-01-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q7396861,"Sackville Pelham, 5th Earl of Yarborough",1888-12-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q7411194,"Samuel Cunliffe Lister, 2nd Baron Masham",1857-08-02T00:00:00Z,,male
http://www.wikidata.org/entity/Q7412223,"Samuel Morley, 1st Baron Hollenden",1845-07-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q7412886,"Samuel Waring, 1st Baron Waring",1860-04-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q7416341,"Sandie Lindsay, 1st Baron Lindsay of Birker",1879-05-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q7428221,"Savile Crossley, 1st Baron Somerleyton",1857-06-14T00:00:00Z,15514,male
http://www.wikidata.org/entity/Q7458153,"Sewallis Shirley, 10th Earl Ferrers",1847-01-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q7459129,"Seymour Bathurst, 7th Earl Bathurst",1864-07-21T00:00:00Z,,male
http://www.wikidata.org/entity/Q7459132,"Seymour Berry, 1st Baron Buckland",1877-09-17T00:00:00Z,,male
http://www.wikidata.org/entity/Q7466342,"John Bourchier, 1st Baron Berners",1450-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7487960,"Shane Alexander, 2nd Earl Alexander of Tunis",1935-06-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q7488080,"Shane Gough, 5th Viscount Gough",1941-08-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q7493825,"Shelley Scarlett, 5th Baron Abinger",1872-04-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7494889,"Sheridan Hamilton-Temple-Blackwood, 5th Marquess of Dufferin and Ava",1938-07-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q7495237,"Sherman Stonor, 6th Baron Camoys",1913-07-05T00:00:00Z,,male
http://www.wikidata.org/entity/Q7509122,"Sidney Herbert, 16th Earl of Pembroke",1906-01-09T00:00:00Z,,male
http://www.wikidata.org/entity/Q7509139,"Sidney Hobart-Hampden-Mercer-Henderson, 7th Earl of Buckinghamshire",1860-03-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q7518233,Simon Barrington-Ward,1930-05-27T00:00:00Z,,male
http://www.wikidata.org/entity/Q7518787,"Simon Fraser, 16th Lord Lovat",1977-02-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q7519195,"Simon Lennox-Boyd, 2nd Viscount Boyd of Merton",1939-12-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q7519287,"Simon Marquis, 3rd Earl of Woolton",1958-05-24T00:00:00Z,,male
http://www.wikidata.org/entity/Q7527308,"Sir Hugh Fraser, 2nd Baronet",1936-12-18T00:00:00Z,,male
http://www.wikidata.org/entity/Q7559829,"Somerset Butler, 3rd Earl of Carrick",1779-09-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q7559887,"Somerset Maxwell, 10th Baron Farnham",1849-03-07T00:00:00Z,,male
http://www.wikidata.org/entity/Q7585535,"Charles Manners, 10th Duke of Rutland",1919-05-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q7585580,"William Montagu, 9th Duke of Manchester",1877-03-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q7585584,"Niall Campbell, 10th Duke of Argyll",1872-02-16T00:00:00Z,,male
http://www.wikidata.org/entity/Q7593650,"St John Brodrick, 1st Earl of Midleton",1856-12-14T00:00:00Z,15424,male
http://www.wikidata.org/entity/Q7607335,"Henry Herbert, 17th Earl of Pembroke",1939-05-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q7607464,"William de Berkeley, 1st Marquess of Berkeley",1426-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7608216,"William Courtenay, 9th Earl of Devon",1768-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7608872,"Stephen Catto, 2nd Baron Catto",1923-01-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q7610018,"Stephen Moore, 2nd Earl Mount Cashell",1770-03-19T00:00:00Z,,male
http://www.wikidata.org/entity/Q7610019,"Stephen Moore, 3rd Earl Mount Cashell",1792-05-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q7610019,"Stephen Moore, 3rd Earl Mount Cashell",1792-08-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q7610630,Stephen Sykes,1939-08-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7611139,"Thomas Brudenell-Bruce, 1st Earl of Ailesbury",1729-04-30T00:00:00Z,,male
http://www.wikidata.org/entity/Q7611188,"William Nevill, 4th Earl of Abergavenny",1792-06-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q7611230,"Henry Nevill, 2nd Earl of Abergavenny",1755-02-22T00:00:00Z,,male
http://www.wikidata.org/entity/Q7612759,"Charles Carnegie, 10th Earl of Southesk",1854-03-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q7613451,"James Cunningham, 14th Earl of Glencairn",1749-06-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7613580,"Gerald Cadogan, 6th Earl Cadogan",1869-05-28T00:00:00Z,,male
http://www.wikidata.org/entity/Q7613615,"William Cadogan, 7th Earl Cadogan",1914-02-13T00:00:00Z,,male
http://www.wikidata.org/entity/Q7613796,"Humphry Legge, 8th Earl of Dartmouth",1888-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7614086,"Thomas Hamilton, 6th Earl of Haddington",1680-01-01T00:00:00Z,,male
http://www.wikidata.org/entity/Q7614222,"George Sackville-West, 5th Earl De La Warr",1791-10-26T00:00:00Z,,male
http://www.wikidata.org/entity/Q7614328,"William Sackville, 11th Earl De La Warr",1948-04-10T00:00:00Z,,male
http://www.wikidata.org/entity/Q7614474,"Hugh Fortescue, 5th Earl Fortescue",1888-06-14T00:00:00Z,,male
http://www.wikidata.org/entity/Q25893900,"George Weld-Forester, 8th Baron Forester",1938-02-20T00:00:00Z,,male
http://www.wikidata.org/entity/Q25893970,"Thomas Money-Coutts, 7th Baron Latymer",1901-08-06T00:00:00Z,,male
http://www.wikidata.org/entity/Q25894137,"John Addington, 7th Viscount Sidmouth",1914-10-03T00:00:00Z,,male
http://www.wikidata.org/entity/Q25894153,"Harry Moncreiff, 5th Baron Moncreiff",1915-02-04T00:00:00Z,,male
